X,Y,Anio,Comuna,Calle1,Calle2,Numero,Interseccion,Fallecidos,Graves,MenosGraves,Leves
-70.64517497785567,-33.4232341483515,2017,RECOLETA,DOCTOR RAIMUNDO CHARLIN,RECOLETA,0,1,,,,
-70.645056,-33.43782,2017,PUDAHUEL,LUCERO,TRES MARIAS,0,1,0.0,0.0,0.0,1.0
-70.64479526351288,-33.54309391789283,2017,SAN RAMON,LA BANDERA,GENERAL BARCELO LIRA,0,1,,,,
-70.6447339,-33.4316215,2017,RECOLETA,SANTA MARIA,PATRONATO,0,1,0.0,0.0,,
-70.6447127,-33.4223312,2017,RECOLETA,RECOLETA,,877,0,1.0,0.0,0.0,0.0
-70.6447018,-33.49064560000002,2017,SAN MIGUEL,ACTOR BAGUENA,GRAN AVENIDA JOSE ,0,1,,,,
-70.64463308827132,-33.54235856410688,2017,SAN RAMON,OSSA,LA BANDERA,0,1,0.0,0.0,0.0,1.0
-70.6444571,-33.4342909,2017,SANTIAGO,CARDENAL JOSE MARIA CARO,RECOLETA,0,1,,,,
-70.6444001,-33.4211716,2017,RECOLETA,RECOLETA,,957,0,0.0,1.0,0.0,2.0
-70.64433984741855,-33.42040236523922,2017,RECOLETA,RECOLETA,SAN CRISTOBAL,0,1,,,,
-70.6442446,-33.4622039,2017,SANTIAGO,SANTA ELVIRA,ELEODORO,0,1,0.0,0.0,0.0,
-70.6440894,-33.4027238,2017,RECOLETA,CARDENAL JOSE MARIA CARO,GABRIEL PALMA,0,1,,,,
-70.64397806920509,-33.453296114298155,2017,SANTIAGO,SANTA ROSA,10 DE JULIO HUAMACHUCO,0,1,,,,
-70.6439757702191,-33.42875381718593,2017,RECOLETA,EUSEBIO LILLO,PATRONATO,0,1,0.0,0.0,0.0,
-70.64380233387391,-33.47302653662202,2017,SANTIAGO,SAN FRANCISCO,FRANKLIN,0,1,,,,
-70.6437142050163,-33.442208957138426,2017,SANTIAGO,LIBERTADOR BERNARDO OHI,,0,1,,,,
-70.6436254934785,-33.524300015836495,2017,SAN RAMON,ALVEAR,SANTA ANA,0,1,0.0,0.0,0.0,1.0
-70.64346894668405,-33.54613527276123,2017,SAN RAMON,VICUNA MACKENNA,ALMIRANTE LATORRE,0,1,,,,
-70.6434574,-33.4126037,2017,RECOLETA,RECOLETA,,1569,0,0.0,0.0,0.0,1.0
-70.6434077,-33.5988002,2017,LA PINTANA,PAICAVI,,2345,0,1.0,0.0,0.0,0.0
-70.643402,-33.52343050000002,2017,SAN RAMON,LO OVALLE,ALVEAR,0,1,0.0,1.0,0.0,0.0
-70.64326859414466,-33.45835108027748,2017,SANTIAGO,SANTA ROSA,MANUEL ANTONIO MATTA,0,1,,,,
-70.6432464,-33.409988900000016,2017,RECOLETA,RECOLETA,,1865,0,0.0,0.0,0.0,1.0
-70.64322673954804,-33.4070297528183,2017,RECOLETA,SAN GERARDO,RECOLETA,0,1,0.0,0.0,0.0,1.0
-70.64317177193533,-33.430154106875165,2017,RECOLETA,SANTA FILOMENA,RIO DE JANEIRO,0,1,,,,
-70.64313217919154,-33.60992671715707,2017,LA PINTANA,CAMINO EL MARISCAL,LOS GRANADOS,0,1,,,,
-70.6431166155872,-33.4048397605591,2017,RECOLETA,RECOLETA,EL ROBLE,0,1,0.0,1.0,0.0,1.0
-70.6430994,-33.402459,2017,RECOLETA,RECOLETA,,2746,0,0.0,0.0,1.0,0.0
-70.64309836094117,-33.42609523264026,2017,RECOLETA,TABARE,DOMINICA,0,1,0.0,0.0,0.0,0.0
-70.6430716,-33.5566706,2017,LA PINTANA,VENANCIA LEIVA,EL BOSQUE,0,1,0.0,2.0,0.0,5.0
-70.642839,-33.3966058,2017,RECOLETA,DORSAL,,605,0,0.0,1.0,0.0,0.0
-70.64283291697829,-33.43468447233036,2017,SANTIAGO,JOSE MIGUEL DE LA BARRA,,0,1,,,,
-70.6427663,-33.393182400000015,2017,RECOLETA,RECOLETA,,3572,0,1.0,0.0,0.0,1.0
-70.6427575592883,-33.54003277633488,2017,SAN RAMON,CARLOS DAVILA,TIL TIL,0,1,0.0,0.0,0.0,1.0
-70.64259983652812,-33.44614136309229,2017,SANTIAGO,CURICO,CARMEN,0,1,0.0,0.0,0.0,1.0
-70.64246143163143,-33.433457817905094,2017,RECOLETA,LORETO,BELLAVISTA,0,1,0.0,0.0,0.0,
-70.64244038389765,-33.390948609011154,2017,RECOLETA,RECOLETA,LOS ZAPADORES,0,1,0.0,0.0,0.0,
-70.6423619,-33.4233155,2017,RECOLETA,TABARE,,181,0,0.0,0.0,0.0,1.0
-70.64235671397057,-33.389491607589385,2017,RECOLETA,RECOLETA,LEONCIO VILLABLANCA,0,1,,,,
-70.64232041823709,-33.43265095998985,2017,RECOLETA,LORETO,DARDIGNAC,0,1,0.0,1.0,0.0,0.0
-70.6422719,-33.5179372,2017,SAN RAMON,LO OVALLE,,1395,0,1.0,0.0,0.0,1.0
-70.64209960982379,-33.458083315172416,2017,SANTIAGO,MANUEL ANTONIO MATTA,VICTOR MANUEL,0,1,,,,
-70.64198857808344,-33.513127784585485,2017,SAN MIGUEL,SANTA FE,MACAROFF,0,1,0.0,1.0,0.0,0.0
-70.641939,-33.460873499999984,2017,SANTIAGO,SANTA ROSA,,1234,0,0.0,1.0,0.0,1.0
-70.6419223841876,-33.38674347527258,2017,RECOLETA,RECOLETA,DANIEL RIQUELME,0,1,,,,
-70.6418144,-33.4789038,2017,SAN JOAQUIN,SANTA ROSA,INGENIERO BUDGE,0,1,,,,
-70.64176440691536,-33.47879360266017,2017,SAN JOAQUIN,RIVAS,SANTA ROSA,0,1,0.0,0.0,0.0,1.0
-70.64166354967031,-33.38612111707748,2017,RECOLETA,RECOLETA,ADELA MARTINEZ,0,1,,,,
-70.64164162089605,-33.46299113710076,2017,SANTIAGO,VICTOR MANUEL,VICTORIA,0,1,0.0,0.0,,
-70.64160937772307,-33.43806391685985,2017,SANTIAGO,ROSAL,,346,0,0.0,1.0,0.0,0.0
-70.64156453173756,-33.44987884143956,2017,SANTIAGO,CARMEN,SANTA ISABEL,0,1,0.0,0.0,0.0,1.0
-70.641504,-33.441095,2017,SANTIAGO,LIBERTADOR BERNARDO OHIGGINS,,408,0,1.0,0.0,0.0,
-70.6412718,-33.48652660000002,2017,SAN MIGUEL,SANTA ROSA,,3453,0,0.0,0.0,0.0,1.0
-70.64120786846253,-33.56438822694244,2017,LA PINTANA,OBSERVATORIO,SANTA PILAR,0,1,0.0,0.0,,
-70.6411942,-33.4848853,2017,SAN JOAQUIN,SANTA ROSA,,3280,0,0.0,0.0,0.0,0.0
-70.64112724505291,-33.439568264694564,2017,SANTIAGO,JOSE VICTORINO LASTARRIA,,61,0,0.0,0.0,0.0,1.0
-70.64091531094374,-33.524829546078934,2017,SAN RAMON,RIVADAVIA,SANTA ANA,0,1,0.0,0.0,0.0,0.0
-70.6408228,-33.3726832,2017,HUECHURABA,RECOLETA,GUILLERMO SUBIABRE,0,1,0.0,0.0,0.0,1.0
-70.6408157,-33.5435234,2017,SAN RAMON,BARCELO LIRA,LIBERTAD,0,1,0.0,1.0,0.0,0.0
-70.64055404699724,-33.44020908839267,2017,SANTIAGO,LIBERTADOR BERNARDO OHIGGINS,PORT,0,1,,,,
